id,text,label
574,"Отобрав наиболее перспективных заключенных из тюрьмы, в которой содержатся не только самые опасные преступники, но и люди со сверхспособностями, и даже не люди, правительственный агент отправляет их на самоубийственное задание в одну латиноамериканскую страну, где недавно произошел военный переворот. А чтобы те наверняка не сбежали, каждому в голову вживляется взрывное устройство.",0
575,"В день запланированной казни осужденного серийного убийцы к нему в тюрьму приезжает врач, чтобы провести психиатрическую экспертизу. Тот с порога заявляет, что умереть всё равно не сможет, так как является демоном, а психиатр перед уходом совершит три убийства.",0
576,"Это эпическая сага о борьбе за власть между двумя королевскими семьями. Два брата борются за трон после смерти отца, каждый из них имеет свои амбиции и цели. Один брат стремится сохранить мир и стабильность, а другой хочет завоевать новые территории и расширить свое влияние. Эта борьба приводит к войне, которая охватывает всю страну. Сможете ли вы выбрать сторону одного из братьев или будете наблюдать за происходящим беспристрастно? Вас ждут битвы, предательства и любовь среди бушующих страстей.",1
577,"Фильм рассказывает историю молодого человека, который отправляется в путешествие через всю страну, чтобы найти своего давно потерянного брата. По пути он сталкивается с различными препятствиями и испытаниями, которые помогают ему понять себя и свой путь в жизни. Вместе они преодолевают трудности и воссоединяются, открывая новые горизонты и возможности.",1
578,Романтическая драма об отношениях между людьми разных социальных слоев,1
579,"Детектив Уильям Сомерсет - ветеран уголовного розыска, мечтающий уйти на пенсию и уехать подальше от города и грешных обитателей. За 7 дней до пенсии на Сомерсета сваливаются две неприятности: молодой напарник Миллс и особо изощренное убийство. Острый ум опытного сыщика сразу определяет, что за этим преступлением, скорее всего, последуют другие. Новости подтверждают его догадку. Поняв, что убийца наказывает свои жертвы за совершенные ими смертные грехи, детектив встает перед выбором: вернуться к работе либо уйти и передать дело своему менее опытному напарнику?",0
580,"Фильм рассказывает историю о двух братьях, которые выросли вместе в маленьком городке. Они были близки друг другу как никогда раньше, пока один из них не совершил страшную ошибку, которая навсегда изменила жизнь обоих. Братья вынуждены бежать из родного дома после того, как они стали подозреваемыми в убийстве местного полицейского. Их преследуют местные бандиты и полиция, а также собственная совесть и воспоминания об утраченном детстве. Смогут ли братья выжить в этом опасном мире?",1
581,"Новоиспеченная келинка, которую выдали замуж после изнасилования, превращает жизнь семьи в настоящий кошмар.",0
582,"Встречая приехавшую из Петербурга мать, молодой блистательный офицер граф Вронский знакомится с женой влиятельного петербургского чиновника Анной Карениной. Огонь страсти вспыхивает мгновенно, но их любовь шокирует высшее общество. В мире, где правят предрассудки и стереотипы, ей придётся сделать поистине непростой выбор между семьёй и всепоглощающей страстью...",0
583,Драматическая история о сложных отношениях между людьми,1
584,"Это увлекательная драма о жизни трех друзей, каждый из которых сталкивается с трудностями в своей карьере. Джо работает журналистом и пытается раскрыть тайну убийства, которое произошло много лет назад; Майкл занимается бизнесом и борется за выживание в условиях экономического кризиса; а Кейтлин — начинающая актриса, которая стремится пробиться в мир шоу-бизнеса. Все трое понимают, что только работая вместе можно достичь успеха. Фильм понравится тем, кто ценит жизненные ценности и умеет наслаждаться каждым мгновением.",1
585,"В фильме Человек-паук: Нет пути домой главный герой, известный всем под именем Человек-паук, попадает в сложную ситуацию. Его тайное альтер эго раскрыто перед всеми жителями Нью-Йорка, а сам парень вынужден скрываться от преследования полиции и других супергероев. Однако, несмотря на все опасности, он решает вернуться на улицы города и бороться за справедливость. Но его возвращение вызывает целую волну событий, которые могут привести к катастрофическим последствиям. Теперь ему предстоит найти баланс между своими обязанностями Человека-паука и личной жизнью. Сможете узнать больше, посмотрев этот захватывающий блокбастер!",1
586,"Какие чудеса ждут вас на фабрике Вилли Вонки? Только представьте: травяные луга из сладкого мятного сахара в Шоколадной Комнате ... Можно проплыть по Шоколадной реке на розовой сахарной лодке ... Или поставить эксперименты в Комнате изобретений с леденцами, которые никогда не тают ... Понаблюдать за дрессированными белками в Ореховой Комнате или отправиться в стеклянном лифте в Телевизионную Комнату. Вы найдете слишком много смешного, чуть таинственного и настолько захватывающего в этом путешествии, что оно станет настолько же приятным и сладким для вас, как восхитительная сладкая палочка с розовой сливочной помадкой от Вилли Вонки.",0
587,"Его семья была убита, а сам он оказался на грани смерти. Но он нашел силы подняться и вернуться, чтобы отомстить своим врагам...",1
588,"Этот фильм представляет собой захватывающую драму о человеке, который оказался в центре опасного мира преступности. Ему приходится пройти через множество испытаний, чтобы выжить и сохранить свою честь. Зрители будут следить за каждым шагом главного героя, переживая вместе с ним все опасности и приключения. Фильм учит ценить дружбу и смелость, а также напоминает нам о том, что иногда даже самые слабые люди могут стать героями.",1
589,"42-летний Лукас живет в небольшой датской деревушке, работает воспитателем в детском саду и пытается оправиться после тяжелого развода. Жизнь постепенно налаживается: он встречает любимую женщину и восстанавливает отношения с сыном-подростком Маркусом. Но детская обида дочери его лучшего друга провоцирует ложь, которая распространяется по небольшому сообществу, как вирус. Мир Лукаса трещит по швам, и он начинает борьбу за свои жизнь и честь.",0
590,"Это история о любви, дружбе и преодолении трудностей. Главный герой, Джейк, попадает в сложную ситуацию после того, как его лучший друг умирает от неизлечимой болезни. Он решает отправиться в путешествие вокруг света, чтобы найти себя и понять смысл жизни. По пути он знакомится со многими людьми, которые помогают ему преодолевать трудности и открывают новые горизонты. Фильм наполнен эмоциями и глубокими размышлениями о том, что действительно важно в жизни.",1
591,"Это фильм о том, как важно оставаться самим собой и следовать своим мечтам. Главный герой, Том Беккетт, всю жизнь стремился стать известным музыкантом. Однако после неудачной попытки подписать контракт с крупной звукозаписывающей компанией, он решает изменить свою жизнь и начать всё сначала. Вместе со своими друзьями он отправляется в путешествие по миру, чтобы исполнить свою мечту и доказать себе, что у него есть талант. По пути они встречаются с различными людьми, которые помогают им раскрыться и понять себя. Фильм вдохновляет на то, чтобы никогда не сдаваться перед трудностями и идти за своей мечтой.",1
592,"Этот фильм рассказывает историю молодого человека по имени Мартин, который живет обычной жизнью студента колледжа. Однажды он встречает загадочную незнакомку Алису, которую все считают призраком. С этого момента жизнь Мартина меняется кардинально. Вместе они начинают путешествие через время и пространство, чтобы раскрыть секреты прошлого и будущего.",1
593,"Таинственный остров — это увлекательное приключение, которое перенесет вас в мир фантастики и волшебства. Главной героиней становится юная девушка по имени Элизабет, которая вместе со своим братом попадают на таинственный остров. Здесь они встречают необычных существ и узнают секреты древнего племени. Их путь будет усеян опасностями и испытаниями, но смелость и дружба помогут им преодолеть любые преграды. Фильм порадует зрителей ярким визуальным стилем, интересным сюжетом и эмоциональными моментами.",1
594,"Фильм рассказывает историю молодого человека, который после трагической потери родителей оказывается перед выбором между местью и прощением. Он решает следовать путем мудрости и силы духа, преодолевает множество препятствий и открывает для себя истинные ценности жизни. Фильм наполнен глубоким смыслом, эмоциональными моментами и вдохновляет зрителей на поиск своего внутреннего света.",1
595,"Сто тысяч сотрудников, двести тысяч информаторов. Вместе они — щит и меч партии, знаменитое Штази. Их метод — подозрение. Жизнь других — их профессия.",0
596,"Этот фильм расскажет нам историю молодого человека по имени Джонни, который случайно встречает таинственную девушку Эллис. Их знакомство происходит во время выступления группы, где она играет на гитаре. Между ними возникает особая связь, и они решают начать совместную карьеру. Но вскоре выясняется, что у нее есть темное прошлое, которое угрожает разрушить их отношения. Сможете ли вы помочь им справиться с трудностями?",1
597,"Главный герой работает в агентстве, выпускающем поздравительные открытки. Он придумывает все те забавные подписи, которые мы с Вами читаем на них. Молодой человек влюбляется в свою коллегу и решает, что она - «та, единственная». Но 500 дней их отношений показывают герою, что путь к счастью непредсказуем, неконтролируем и - невероятно забавен!",0
598,"Главный герой фильма — молодой мужчина по имени Дэвид. У него есть все, что нужно для счастья: любимая работа, друзья и семья. Однако однажды все меняется, когда его жена умирает во сне без видимых причин. Дэвид теряется в себе и начинает искать ответы на вопросы о том, почему это произошло именно с ним. Его поиски ведут через разные страны мира, где он встречает множество людей разных национальностей и культур. Вместе они помогают ему понять смысл жизни и преодолеть горечь потери.",1
599,"Нью-йоркский писатель Эдди, желая преодолеть чёрную полосу в жизни, принимает засекреченный препарат под названием NZT. Таблетка выводит мозг парня на работу в нереальной мощности. Этот творческий наркотик меняет всю жизнь Эдди, за короткий срок он зарабатывает кучу денег, но скоро начинает страдать от зловещих побочных эффектов препарата. А когда пытается найти других NZT-гениев, чтобы понять, как можно справиться с этим пристрастием, он узнает страшную правду…",0
600,"Главный герой этого фильма — мужчина средних лет по имени Джон. Его жена умерла несколько лет назад, оставив ему двоих детей-школьников. После ее смерти он начал испытывать депрессию и апатию ко всему вокруг. Но однажды он знакомится с женщиной по имени Лиза, которая помогает ему вернуться к жизни. Они начинают встречаться, но вскоре выясняется, что у нее есть сын от первого брака. Теперь Джону предстоит научиться жить с двумя детьми одновременно и найти общий язык с бывшим мужем Лизы. Это фильм о том, как любовь может изменить нашу жизнь даже после самых тяжелых потерь.",1
601,"Эта драма рассказывает нам о жизни одного парня, который вынужден скрывать свое настоящее имя и прошлое от окружающих. Но однажды правда выходит наружу, что приводит к неожиданным последствиям и ставит под угрозу всю его жизнь.",1
602,"Затерянный город — это эпическая драма о поиске утраченного города. Главный герой, молодой археолог, отправляется в экспедицию вместе со своими друзьями и коллегами. Они оказываются в джунглях Амазонки, где начинают свое исследование древних руин. По мере продвижения по своему пути, герои сталкиваются с множеством трудностей и испытаний, включая встречи с местным племенем, которое считает этот город священным местом. Фильм наполнен напряжением и неожиданностыми поворотами сюжета, а также потрясающей природой Южной Америки.",1
603,"Ферруччо Ламборгини возвращается домой с полей Второй мировой. Италия находится в руинах. Но если для кого-то это трагедия, то для других возможности. Ламборгини не собирается копаться в земле, как его мама и папа. Он хочет собирать спорткары. Всю жизнь он интересовался различными механизмами и металлическими конструкциями. Молодой человек верит в себя, и ему удается построить успешный бизнес по конструированию тракторов, но свою мечту Ферруччо не оставляет. Уже во взрослом возрасте Ламборгини собирает неземной красоты спорткар, надеясь обогнать конкурента в лице Энцо Феррари.",0
604,"Действие происходит в будущем, где люди живут под контролем искусственного интеллекта. Главная героиня — Лиза, работает программистом в компании, занимающейся разработкой нового поколения ИИ. Ее работа связана с созданием алгоритмов, которые будут управлять всеми процессами в обществе. Однажды ей поручают создать новую модель ИИ, которую можно будет использовать как помощника во всех сферах жизни. Но неожиданно все идет не так гладко, и Лизе приходится столкнуться с последствиями своих действий. Ей придется преодолевать трудности и принимать сложные решения, чтобы сохранить мир и порядок в новом мире будущего.",1
605,"Действие этого фильма происходит в недалеком будущем, где мир погрузился во мрак благодаря глобальной катастрофе. Главные герои — группа людей, борющихся против системы, чтобы спасти человечество от полного уничтожения. Среди них есть молодая девушка Кейт, которая обладает уникальными способностями. Ее сила позволяет ей управлять энергией и создавать мощное оружие. Вместе с другими героями она отправляется в опасную экспедицию, полную неожиданностей и опасностей, чтобы найти решение проблемы и вернуть свет в этот темный мир.",1
606,"Этот захватывающий триллер перенесет вас в мир интриг и тайн. Главный герой, успешный бизнесмен Джон Беккетт, неожиданно получает предложение от своего старого друга детства Эдварда Холланда. Тот предлагает Джону инвестировать крупную сумму денег в его новый проект, связанный с разработкой инновационного лекарства против рака. Но вскоре после того как деньги были вложены, начинаются странные события. Что же происходит за кулисами этого проекта? Сможете ли вы разгадать тайну и спасти Джона от смертельной опасности? Узнайте это, посмотрев фильм Тайна Эдварда Холланда.",1
607,"Этот фантастический боевик перенесет вас в далекое будущее, где человечество столкнулось со страшным врагом - инопланетной расой. Главный герой, бывший военный пилот, становится единственным надеждой Земли на спасение от вторжения. Его задача - найти способ уничтожить зловещих захватчиков и защитить свою планету. Вас ждут невероятные битвы, потрясающие спецэффекты и неожиданная концовка, которая оставит след в вашем сердце.",1
608,"1942 год. Офицер Красной армии Николай Киселев получает приказ вывести с оккупированных белорусских земель за линию фронта свыше двухсот евреев — стариков, женщин и детей, чудом избежавших расправы. Этим измученным голодом людям, потерявшим родных и едва не сошедшим с ума от пережитого ужаса, предстоит пройти пешком по лесным тропам сотни километров, чтобы обрести надежду на спасение и веру в будущее.",0
609,"Пара моделей Карл и Яя отправляются в роскошный круиз на яхте в компании богатых пассажиров, где можно встретить и русского бизнесмена, и британских производителей оружия, и гения IT. Капитан судна — марксист, находящийся в перманентном запое. Пока всё идёт своим чередом: гости отдыхают, персонал трудится, жена русского бизнесмена чудит. Но вскоре произойдёт неожиданное событие, которое перевернёт заведённый порядок и вынудит некоторых переосмыслить своё место и значимость.",0
610,"Этот фильм поразит вас своим глубоким смыслом и эмоциональной силой. История рассказывает о жизни молодого человека по имени Джек, который страдает от тяжелой болезни. Его родители стараются помочь ему справиться с трудностями, но их усилия оказываются тщетными. Однажды Джеку встречается таинственный старик, который предлагает ему необычный выбор: либо умереть сейчас, либо получить возможность изменить свое будущее. Выбор оказывается непростым, ведь каждый вариант имеет свои последствия.",1
611,"Рукопись — это захватывающая драма о двух молодых людях, чьи судьбы пересекаются благодаря случайной встрече в маленьком книжном магазине. Когда Джек и Эллисон начинают проводить больше времени вместе, между ними возникает глубокая связь. Однако все меняется, когда они обнаруживают загадочную рукопись, полную тайн и опасности. Героям приходится столкнуться с множеством трудностей, включая угрозу уничтожения всего мира, если они не смогут расшифровать текст и найти ответы на вопросы, скрытые внутри него. Эта увлекательная история заставит вас задуматься о том, насколько важно сохранять нашу планету и ее историю живой для будущих поколений.",1
612,"Это история о любви и предательстве, о силе духа и вере в себя. Главный герой — Алекс, успешный бизнесмен, у которого есть все, кроме счастья. Однажды он встречает девушку своей мечты, но ее сердце принадлежит другому. Чтобы завоевать любовь девушки, Алексу приходится пройти через множество испытаний и преодолеть преграды, которые ставит перед ним судьба. Но главное испытание ждет его в конце пути — нужно сделать выбор между любовью и местью. Фильм порадует зрителей яркими эмоциями, неожиданными поворотами событий и глубоким смыслом.",1
613,"Затерянный город — это увлекательное приключение, которое происходит в древнем городе, скрытом глубоко под землей. Группа молодых археологов случайно обнаруживает вход в этот таинственный город после того, как проводят раскопки в пустыне. Они решают проникнуть внутрь и узнать больше об истории этого места. Но вскоре они понимают, что попали в ловушку и теперь должны бороться за свою жизнь против опасных существ и темных сил, обитающих внутри города. Это эпическое приключение полное интриги, опасности и тайны, которое увлечет каждого зрителя в свой уникальный мир древних секретов и забытых знаний.",1
614,"Главный герой этого фильма — молодой парень, мечтающий стать знаменитым актером. Он переезжает в Лос-Анджелес, чтобы осуществить свою мечту. Однако путь к славе оказывается трудным и полным препятствий.",1
615,"В этом фильме мы увидим историю любви и предательства, которая разворачивается в эпоху викторианской Англии. Главный герой - молодой дворянин, который случайно встречает прекрасную незнакомку. Между ними вспыхивает страсть, но вскоре выясняется, что девушка связана с тайным обществом, которое планирует свергнуть королеву Викторию. Герой оказывается перед выбором между любовью и долгом.",1
616,"Это история любви и музыки, рассказанная языком кинематографа. Главный герой Джонни — талантливый гитарист, мечтающий стать знаменитым рок-музыкантом. Но пока он вынужден работать барменом в маленьком городе. Все меняется, когда он знакомится с загадочной девушкой Элис. Она становится проводником Джона в мир больших возможностей и новых открытий. Их совместное путешествие приводит героев к неожиданным поворотам судьбы, которые заставляют их переосмыслить свое прошлое и настоящее. Музыка играет важную роль в фильме, создавая особую атмосферу и подчеркивая эмоциональные моменты истории. Путешествие — это фильм о том, как важно следовать своему сердцу и никогда не сдаваться перед трудностями жизни.",1
617,"Четверо братьев-черепах, всю жизнь скрывавшихся от мира людей в канализациях Нью-Йорка и обучавшихся ниндзюцу, отправляются на поверхность и пытаются жить как нормальные подростки. С помощью своей новой подруги Эйприл О’Нил они выходят на след печально известного преступного синдиката и армии мутантов.",0
618,"Исчезнувший город — это мистическое приключение, которое происходит в древнем городе, скрытом под водой. Группа исследователей попадает туда случайно и начинает расследование тайны исчезновения города много лет назад. Их ждет множество открытий и испытаний, а также встреча с необычными созданиями и магическими силами. Этот фильм окунет вас в атмосферу тайны и загадок, оставив после себя желание узнать больше об этом удивительном месте.",1
619,"Действие этого фильма происходит в далекой галактике, где человечество только начинает осваивать космическое пространство. Главный герой, пилот звездного корабля Джейк, получает задание доставить груз на отдаленную планету. Во время полета он обнаруживает, что его корабль был атакован неизвестными существами. Теперь Джеку придется сражаться за выживание и раскрыть тайну нападения, чтобы спасти своих пассажиров и вернуться домой живым.",1
620,"Этот фильм рассказывает историю молодого человека, который случайно попадает в мир магии и волшебства. Он становится учеником могущественного чародея, которому поручено защитить древние артефакты от злых сил. Молодой человек должен научиться использовать свою магическую силу и найти баланс между своими новыми способностями и обыденностью жизни. Фильм полон захватывающих сражений, удивительных открытий и эмоционального развития главного героя.",1
621,"Это история о группе молодых людей, которые отправляются в путешествие по миру будущего. Они сталкиваются с различными опасностями и неожиданными поворотами событий, но их единственная цель - найти ответы на вопросы, которые мучают их уже много лет. Фильм наполнен приключениями, загадками и неожиданными открытиями, которые заставляют зрителей задуматься о том, что ждет человечество в будущем.",1
622,"Этот фильм рассказывает историю о силе духа и мужестве. Главный герой, простой человек без особых талантов или достижений, попадает в ситуацию, где его судьба зависит только от него самого. Он должен пройти через множество испытаний и опасностей, чтобы достичь своей цели. Фильм показывает, что каждый из нас обладает внутренним потенциалом и силой, которую мы можем использовать, если захотим. Он вдохновляет зрителей верить в себя и бороться до конца, даже когда кажется, что всё потеряно.",1
623,"Окружной прокурор пошёл на сделку с преступниками и освободил их из тюрьмы. Тогда человек, чьи жена и ребёнок погибли от рук убийц, решает отомстить прокурору, совершив правосудие самостоятельно. Его ловят и сажают в тюрьму, но он неожиданно ставит ультиматум: он будет убивать, не выходя из-за решетки, если его требования не будут выполнены. Смешное заявление, но вскоре люди правда начинают гибнуть...",0
624,"Этот фильм - это история любви и предательства. Он покажет вам, как важно быть верным своим принципам и ценить близких людей. Вы увидите, что даже самые сложные ситуации можно преодолеть благодаря силе духа и настоящей дружбе. Здесь есть место эмоциям и страстям, но главное - это вера в себя и своих друзей.",1
625,"Главный герой этого фильма — молодой парень, который мечтает стать знаменитым музыкантом. Он готов пойти на все ради своей цели, даже если это значит рискнуть всем, что у него есть.",1
626,"Жизнь и репутация Питера Паркера оказываются под угрозой, поскольку Мистерио раскрыл всему миру тайну личности Человека-паука. Пытаясь исправить ситуацию, Питер обращается за помощью к Стивену Стрэнджу, но вскоре всё становится намного опаснее.",0
627,"В этом фильме вы увидите историю молодого человека по имени Джеймс, который потерял свою мать в детстве и вырос без ее заботы и поддержки. Когда ему исполняется восемнадцать лет, он решает отправиться в путешествие по миру, чтобы найти свое место в жизни. Во время своих странствий он встречает разных людей, которые помогают ему понять истинные ценности жизни. Этот фильм заставит вас задуматься о том, как важно иметь цель в своей жизни и быть готовым бороться за нее.",1
628,"Это история о том, как один человек может изменить жизнь других людей вокруг себя. Главный герой — Джошуа, обычный парень из маленького города, который пытается найти свое место в жизни. Его мечта — стать известным певцом, но все попытки тщетны. Но однажды судьба сводит его с группой молодых ребят, которые готовы рискнуть всем ради своего творчества. Вместе они создают музыкальную группу The Dreamers, которая начинает завоёвывать сердца слушателей своим уникальным стилем исполнения песен. Сможет ли Джошуа осуществить свою мечту? Ответ вы найдете в этом фильме!",1
629,"Действие фильма разворачивается в небольшом городке, где происходят странные события. Местные жители начинают замечать необычные явления, такие как появление призраков или исчезновение предметов. Героиня фильма решает выяснить причину этих явлений и погружается в мир мистики и паранормальных сил. Она сталкивается с различными персонажами, включая экстрасенсов и исследователей аномалий. Фильм наполнен атмосферой таинственности и страха перед неизвестным.",1
630,"Главный герой этого фильма — молодой парень, мечтающий стать знаменитым актером. Он переезжает в Лос-Анджелес, чтобы осуществить свою мечту. Однако путь к славе оказывается трудным и полным препятствий.",1
631,Фантастический боевик о супергероях будущего,1
632,"Вдохновившись самопожертвованием Супермена, Брюс Уэйн вновь обретает веру в человечество. Он заручается поддержкой новой союзницы Дианы Принс, чтобы сразиться с ещё более могущественным противником. Бэтмен и Чудо-женщина набирают команду сверхлюдей для борьбы с пробудившейся угрозой.",0
